Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12426,Winx Club: Quest for the Codex,Nintendo DS,2006,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
12539,Xiaolin Showdown,PSP,2006,Action,Konami Digital Entertainment,0.05,0,0,0,0.06
12655,Honeycomb Beat,Nintendo DS,2006,Puzzle,Konami Digital Entertainment,0.05,0,0,0,0.06
12663,CMT Presents: Karaoke Revolution Country,Play Station 2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
12820,Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0,0,0,0.06
12844,Xiaolin Showdown,Nintendo DS,2006,Action,Konami Digital Entertainment,0.05,0,0,0,0.05
13099,Kinnikuman Muscle Grand Prix Max,Play Station 2,2006,Fighting,Konami Digital Entertainment,0,0,0.05,0,0.05
13163,Tokimeki Memorial Girl's Side 2nd Kiss,Play Station 2,2006,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05
13167,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),Nintendo DS,2006,Misc,Konami Digital Entertainment,0,0,0.05,0,0.05
13337,Wing Island,Nintendo Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0,0.05
13350,Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0,0,0,0.05
13562,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,Play Station 2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
13586,Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.02,0,0.02,0,0.04
13820,Bomberman: Act Zero,Xbox 360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0,0.04
13931,Jikkyou Powerful Major League,GameCube,2006,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
14027,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,Play Station 2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
14438,Sega Genesissou Suikoden I & II,PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,0.03,0,0.03
14574,Mahjong Kakutou Club: Zenkoku Taisenban,Play Station 3,2006,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03
14599,Guitar Freaks V & DrumMania V,Play Station 2,2006,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14607,Power Poke Dash,Game Boy Advance,2006,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
14768,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,Play Station 2,2006,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
14775,My FroSega Game Gearer: Toy Trials,Nintendo DS,2006,Action,Konami Digital Entertainment,0.02,0,0,0,0.03
14846,Pop'n Music 13 Carnival,Play Station 2,2006,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14946,Pop'n Music 12 Iroha,Play Station 2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
14947,BeatMania IIDX 11: IIDX Red,Play Station 2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
14970,Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,Konami Digital Entertainment,0.02,0,0,0,0.02
15302,Mar Heaven: Karudea no Akuma,Nintendo DS,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02
15413,Guitar Freaks V2 & DrumMania V2,Play Station 2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
15528,Teenage Mutant Ninja Turtles Double Pack,Game Boy Advance,2006,Action,Konami Digital Entertainment,0.01,0,0,0,0.02
15683,Eyeshield 21: Portable Edition,PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02
15924,Online Chess Kingdoms,PSP,2006,Misc,Konami Digital Entertainment,0.01,0,0,0,0.02
15995,Bomberman (jp sales),PSP,2006,Puzzle,Konami Digital Entertainment,0,0,0.01,0,0.01
16026,Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,2006,Action,Konami Digital Entertainment,0,0,0.01,0,0.01
16423,Winning Eleven: Pro Evolution Soccer 2007,PC,2006,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01
15006,Memories Off: Sorekara Again,Play Station 2,2006,Adventure,KID,0,0,0.02,0,0.02
15243,Ryu-koku,Play Station 2,2006,Adventure,KID,0,0,0.02,0,0.02
16135,Festa!! Hyper Girls Party,Play Station 2,2006,Adventure,KID,0,0,0.01,0,0.01
14102,Rebel Raiders: Operation Nighthawk,Play Station 2,2006,Simulation,Kando Games,0.02,0.01,0,0,0.03
15005,Canvas 2,Play Station 2,2006,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
12752,Gothic 3,PC,2006,Role-Playing,JoWood Productions,0,0.05,0,0.01,0.06
12563,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,Play Station 2,2006,Misc,Irem Software Engineering,0,0,0.06,0,0.06
13780,Clannad,Play Station 2,2006,Adventure,Interchannel,0,0,0.04,0,0.04
14392,Otometeki Koi Kakumei * Love Revo,Play Station 2,2006,Adventure,Interchannel,0,0,0.03,0,0.03
16055,SoulLink Extension,Play Station 2,2006,Adventure,Interchannel,0,0,0.01,0,0.01
7543,The King of Fighters Collection: The Orochi Saga,Play Station 2,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2
7744,The King of Fighters XI,Play Station 2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19
8808,Metal Slug Anthology,Nintendo Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0,0.01,0.15
10811,SNK vs. Capcom Card Fighters DS,Nintendo DS,2006,Strategy,Ignition Entertainment,0.09,0,0,0.01,0.1
11427,The King of Fighters 2006,Play Station 2,2006,Fighting,Ignition Entertainment,0.01,0.01,0.05,0,0.08
13991,Fatal Fury: Battle Archives Volume 1,Play Station 2,2006,Fighting,Ignition Entertainment,0.02,0.01,0,0,0.04
15120,Samurai Shodown V,Xbox (2001),2006,Fighting,Ignition Entertainment,0.02,0,0,0,0.02
15602,The King of Fighters Collection: The Orochi Saga (JP sales),Play Station 2,2006,Fighting,Ignition Entertainment,0,0,0.02,0,0.02
16283,Fatal Fury: Battle Archives Volume 1 (JP sales),Play Station 2,2006,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
3052,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,Nintendo DS,2006,Misc,IE Institute,0,0,0.66,0,0.66
12165,Chuugaku Eitango Target 1800 DS,Nintendo DS,2006,Misc,IE Institute,0,0,0.07,0,0.07
11175,Spectral Force 3,Xbox 360,2006,Role-Playing,Idea Factory,0.08,0,0,0.01,0.09
13974,Chaos Wars,Play Station 2,2006,Strategy,Idea Factory,0,0,0.04,0,0.04
15645,Blazing Souls,Play Station 2,2006,Role-Playing,Idea Factory,0,0,0.02,0,0.02
15716,Aedis Eclipse: Sega Genesiseration of Chaos,PSP,2006,Role-Playing,Idea Factory,0.02,0,0,0,0.02
7351,Momotarou Dentetsu 16,Play Station 2,2006,Misc,Hudson Soft,0,0,0.21,0,0.21
16220,Far East of Eden II: Manji Maru,Nintendo DS,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01
16523,Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01
15164,Lode Runner,Nintendo DS,2006,Puzzle,Hudson Entertainment,0,0,0.02,0,0.02
15536,Shrek / Shark Tale Game Boy Advance Video,Game Boy Advance,2006,Misc,Hasbro Interactive,0.01,0,0,0,0.02
15522,The Conveni 4,Play Station 2,2006,Simulation,Hamster Corporation,0,0,0.02,0,0.02
14841,World War II Combat: Road To Berlin,Xbox (2001),2006,Shooter,Groove Games,0.02,0.01,0,0,0.03
16155,Izumo 2,Play Station 2,2006,Adventure,GN Software,0,0,0.01,0,0.01
13180,Hummer Badlands,Play Station 2,2006,Racing,Global Star,0.02,0.02,0,0.01,0.05
15777,Army Men: Major Malfunction,Xbox (2001),2006,Shooter,Global Star,0.01,0,0,0,0.02
15934,Hummer Badlands,Xbox (2001),2006,Racing,Global Star,0.01,0,0,0,0.02
14365,Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Global A Entertainment,0.03,0,0,0,0.03
7318,The LeSega Genesisd of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21
12409,Biker Mice From Mars,Play Station 2,2006,Racing,Game Factory,0.03,0.02,0,0.01,0.06
12992,Strawberry Shortcake: Strawberryland Games,Nintendo DS,2006,Action,Game Factory,0.05,0,0,0,0.05
13162,Cartoon Network Racing,Nintendo DS,2006,Action,Game Factory,0.04,0,0,0,0.05
14260,Garfield: A Tale of Two Kitties,Nintendo DS,2006,Platform,Game Factory,0.03,0,0,0,0.03
15123,Franklin's Great Adventures,Nintendo DS,2006,Action,Game Factory,0.02,0,0,0,0.02
15718,Franklin: A Birthday Surprise,Play Station 2,2006,Misc,Game Factory,0.01,0.01,0,0,0.02
16501,The Land Before Time: Into the Mysterious Beyond,Game Boy Advance,2006,Platform,Game Factory,0.01,0,0,0,0.01
15820,Platypus,PSP,2006,Shooter,Funsta,0.02,0,0,0,0.02
12972,Tenchu: Dark Secret,Nintendo DS,2006,Action,From Software,0.03,0,0.01,0,0.05
15093,Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,0,0.02,0,0,0.02
16516,Deal or No Deal,PC,2006,Misc,Focus Home Interactive,0,0.01,0,0,0.01
13850,The Adventures of Darwin,Play Station 2,2006,Strategy,Essential Games,0.01,0,0.03,0,0.04
15811,Zombie Hunters 2,Play Station 2,2006,Action,Essential Games,0,0,0.02,0,0.02
10432,Derby Stallion P,PSP,2006,Sports,Enterbrain,0,0,0.1,0,0.1
12444,KimiKiss,Play Station 2,2006,Adventure,Enterbrain,0,0,0.06,0,0.06
8625,FlatOut 2,Play Station 2,2006,Racing,Empire Interactive,0.08,0.06,0,0.02,0.16
13528,FlatOut 2,Xbox (2001),2006,Racing,Empire Interactive,0.03,0.01,0,0,0.04
13837,Dreamfall: The Longest Journey,Xbox (2001),2006,Adventure,Empire Interactive,0.03,0.01,0,0,0.04
15277,Taito LeSega Genesisds 2,Play Station 2,2006,Misc,Empire Interactive,0.01,0.01,0,0,0.02
241,Madden NFL 07,Play Station 2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49
284,FIFA Soccer 07,Play Station 2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11
573,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65
634,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.98,0,0.59,2.44
798,The Sims 2: Pets,Nintendo DS,2006,Simulation,Electronic Arts,0.92,0.94,0,0.22,2.09
966,Madden NFL 07,Xbox 360,2006,Sports,Electronic Arts,1.66,0,0.01,0.13,1.8
1058,NCAA Football 07,Play Station 2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23,1.7
1088,Fight Night Round 3,Play Station 3,2006,Fighting,Electronic Arts,0.81,0.59,0.01,0.26,1.67
1105,Need for Speed Carbon,Xbox 360,2006,Racing,Electronic Arts,0.76,0.7,0.02,0.18,1.66
1188,Fight Night Round 3,Play Station 2,2006,Fighting,Electronic Arts,1.07,0.4,0,0.1,1.56
1292,Fight Night Round 3,Xbox 360,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47
1463,Need for Speed Carbon,Play Station 2,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34
1518,NBA Live 07,Play Station 2,2006,Sports,Electronic Arts,1.07,0.04,0.02,0.17,1.3
1527,Need for Speed Carbon,Nintendo Wii,2006,Racing,Electronic Arts,0.46,0.66,0.02,0.15,1.29
1577,Need for Speed Carbon,Play Station 3,2006,Racing,Electronic Arts,0.49,0.52,0.03,0.21,1.26
1594,Black,Play Station 2,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25
1666,FIFA Soccer 07,PSP,2006,Sports,Electronic Arts,0.24,0.65,0,0.32,1.21
1885,The Godfather,Play Station 2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09
2039,Madden NFL 07,Xbox (2001),2006,Sports,Electronic Arts,0.97,0.03,0,0.03,1.02
2572,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.39,0,0.22,0.8
2757,MVP 06 NCAA Baseball,Play Station 2,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75
2813,NCAA Football 07,Xbox 360,2006,Sports,Electronic Arts,0.67,0,0,0.06,0.73
2837,Tiger Woods PGA Tour 07,Play Station 2,2006,Sports,Electronic Arts,0.6,0.02,0,0.1,0.72
3248,Madden NFL 07,GameCube,2006,Sports,Electronic Arts,0.48,0.13,0,0.02,0.62
3544,FIFA World Cup Germany 2006,Play Station 2,2006,Sports,Electronic Arts,0.47,0.02,0,0.08,0.57
3567,Arena Football,Play Station 2,2006,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56
3574,Harry Potter Collection,Play Station 2,2006,Misc,Electronic Arts,0.28,0.21,0,0.07,0.56
3626,NCAA Football 07,Xbox (2001),2006,Sports,Electronic Arts,0.42,0.12,0,0.01,0.56
3637,The Godfather (old US sales),Xbox (2001),2006,Action,Electronic Arts,0.42,0.11,0,0.02,0.55
3695,FIFA Soccer 07,Xbox (2001),2006,Sports,Electronic Arts,0.16,0.35,0,0.04,0.54
3833,Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,0.46,0.02,0,0.05,0.52
3864,Madden NFL 07,Play Station 3,2006,Sports,Electronic Arts,0.47,0,0.01,0.04,0.52
3873,The Sims 2: Open for BusiNintendo ESs,PC,2006,Simulation,Electronic Arts,0.46,0.05,0,0,0.52
3902,NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0,0,0.04,0.51
3927,NHL 07,Play Station 2,2006,Sports,Electronic Arts,0.42,0.02,0,0.07,0.51
3934,Burnout Revenge,Xbox 360,2006,Racing,Electronic Arts,0.42,0.05,0,0.04,0.51
3958,Tiger Woods PGA Tour 07,Play Station 3,2006,Sports,Electronic Arts,0.31,0.12,0,0.07,0.5
3977,Madden NFL 07,Nintendo Wii,2006,Sports,Electronic Arts,0.46,0,0,0.04,0.5
4107,Tiger Woods PGA Tour 07,Xbox 360,2006,Sports,Electronic Arts,0.44,0,0,0.04,0.48
4139,FIFA World Cup Germany 2006,Xbox 360,2006,Sports,Electronic Arts,0.19,0.27,0.01,0,0.48
4158,The Godfather (JP sales),Play Station 2,2006,Action,Electronic Arts,0.39,0.02,0,0.06,0.47
4200,Need for Speed Carbon,Xbox (2001),2006,Racing,Electronic Arts,0.35,0.1,0,0.02,0.47
4293,NBA Live 07,Xbox 360,2006,Sports,Electronic Arts,0.42,0,0,0.04,0.46
4334,NFL Head Coach,Play Station 2,2006,Sports,Electronic Arts,0.38,0.01,0,0.06,0.45
4430,The Godfather (US sales),Xbox (2001),2006,Action,Electronic Arts,0.33,0.1,0,0.02,0.44
4654,Black,Xbox (2001),2006,Shooter,Electronic Arts,0.31,0.09,0,0.01,0.42
4748,Battlefield 2: Modern Combat,Xbox 360,2006,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41
5145,FIFA Street 2,Play Station 2,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37
5162,NCAA Football 07,PSP,2006,Sports,Electronic Arts,0.34,0,0,0.03,0.37
5312,Need for Speed Carbon,GameCube,2006,Racing,Electronic Arts,0.27,0.07,0,0.01,0.35
5406,MVP 06 NCAA Baseball,Xbox (2001),2006,Sports,Electronic Arts,0.25,0.07,0,0.01,0.34
5506,Fight Night Round 3,Xbox (2001),2006,Fighting,Electronic Arts,0.26,0.06,0,0.01,0.33
5783,Lord of the Rings: Battle for Middle-Earth,Xbox 360,2006,Strategy,Electronic Arts,0.28,0,0,0.02,0.31
5930,The Sims 2: Pets,Play Station 2,2006,Simulation,Electronic Arts,0.02,0.01,0,0.27,0.3
6236,FIFA Soccer 07,Xbox 360,2006,Sports,Electronic Arts,0.24,0.01,0,0.02,0.28
6315,Tiger Woods PGA Tour 07,PSP,2006,Sports,Electronic Arts,0.2,0.04,0,0.04,0.27
6317,NHL 07,Xbox 360,2006,Sports,Electronic Arts,0.25,0.01,0,0.02,0.27
6393,The Sims 2: Pets,GameCube,2006,Simulation,Electronic Arts,0.21,0.05,0,0.01,0.27
6411,NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0,0,0.02,0.27
6421,Superman Returns,Xbox 360,2006,Action,Electronic Arts,0.23,0.02,0,0.02,0.27
6864,The Godfather (US & Others sales),Xbox 360,2006,Action,Electronic Arts,0.2,0.02,0,0.02,0.24
6936,FIFA World Cup Germany 2006,Xbox (2001),2006,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24
7279,Madden NFL 07,Nintendo DS,2006,Sports,Electronic Arts,0.2,0,0,0.02,0.22
7490,Need for Speed Carbon: Own the City,Nintendo DS,2006,Racing,Electronic Arts,0.17,0.02,0,0.02,0.21
7647,Untold LeSega Genesisds: Dark Kingdom,Play Station 3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2
7987,Tiger Woods PGA Tour 07,Xbox (2001),2006,Sports,Electronic Arts,0.13,0.05,0,0.01,0.19
8075,FIFA Soccer 07,GameCube,2006,Sports,Electronic Arts,0.14,0.04,0,0,0.18
8318,NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.02,0,0.02,0.17
8746,FIFA Street 2,PSP,2006,Sports,Electronic Arts,0.07,0.06,0,0.03,0.15
8950,Arena Football,Xbox (2001),2006,Sports,Electronic Arts,0.11,0.03,0,0.01,0.15
9502,FIFA World Cup Germany 2006,GameCube,2006,Sports,Electronic Arts,0.1,0.03,0,0,0.13
9865,NFL Head Coach,Xbox (2001),2006,Sports,Electronic Arts,0.09,0.03,0,0,0.12
10012,NASCAR 07,Play Station 2,2006,Racing,Electronic Arts,0.06,0.04,0,0.01,0.11
10039,FIFA Street 2,GameCube,2006,Sports,Electronic Arts,0.09,0.02,0,0,0.11
10208,EA Replay,PSP,2006,Action,Electronic Arts,0.09,0,0,0.01,0.11
10294,The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0.01,0,0.01,0.11
10363,FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,0.1,0,0,0.01,0.11
10817,NASCAR,PSP,2006,Racing,Electronic Arts,0.09,0,0,0.01,0.1
10950,Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,0.08,0,0,0.01,0.09
11311,From Russia With Love,PSP,2006,Action,Electronic Arts,0.07,0.01,0,0.01,0.08
11342,FIFA Street 2,Xbox (2001),2006,Sports,Electronic Arts,0.06,0.02,0,0,0.08
11729,Superman Returns,Nintendo DS,2006,Action,Electronic Arts,0.07,0,0,0.01,0.08
12589,FIFA Soccer 07,Nintendo DS,2006,Sports,Electronic Arts,0.05,0.01,0,0,0.06
12734,The Lord of the Rings: The Battle for Middle-Earth II,Xbox 360,2006,Strategy,Electronic Arts,0,0.05,0,0.01,0.06
12780,NBA Live 07,Xbox (2001),2006,Sports,Electronic Arts,0.04,0.01,0,0,0.06
13153,Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0,0.04,0,0.01,0.05
13264,RuGame Boyy 06,Play Station 2,2006,Sports,Electronic Arts,0.02,0.02,0,0.01,0.05
13518,FIFA Street 2,Nintendo DS,2006,Sports,Electronic Arts,0.04,0,0,0,0.04
13603,NASCAR 07,Xbox (2001),2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04
13618,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04
13853,FIFA World Cup Germany 2006,Nintendo DS,2006,Sports,Electronic Arts,0.03,0,0,0,0.04
14238,The Sims 2: Glamour Life Stuff,PC,2006,Simulation,Electronic Arts,0,0.03,0,0.01,0.03
14254,FIFA World Cup: Germany 2006,Game Boy Advance,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
14786,Battlefield 2142,PC,2006,Shooter,Electronic Arts,0,0.02,0,0,0.03
14792,NHL 07,Xbox (2001),2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
14817,Madden NFL 07,Game Boy Advance,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
15209,The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0,0.02
15275,Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,0.01,0.01,0,0,0.02
15380,The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,0.01,0.01,0,0,0.02
15430,The Sims 2: Family Fun Stuff,PC,2006,Simulation,Electronic Arts,0,0.01,0,0,0.02
15531,RuGame Boyy 06,Xbox (2001),2006,Sports,Electronic Arts,0.01,0,0,0,0.02
16416,The Godfather (JP sales),Xbox 360,2006,Action,Electronic Arts,0,0,0.01,0,0.01
3858,Tomb Raider: LeSega Genesisd,Play Station 2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
3966,Hitman: Blood Money,Play Station 2,2006,Action,Eidos Interactive,0.25,0.19,0,0.06,0.5
4284,Tomb Raider: LeSega Genesisd,PSP,2006,Action,Eidos Interactive,0.09,0.24,0,0.12,0.46
4578,25 to Life,Play Station 2,2006,Shooter,Eidos Interactive,0.35,0.01,0,0.06,0.42
4875,Hitman: Blood Money,Xbox 360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4
4972,Tomb Raider: LeSega Genesisd,Xbox 360,2006,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
7138,Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,0.22
8431,25 to Life,Xbox (2001),2006,Shooter,Eidos Interactive,0.12,0.04,0,0.01,0.17
9047,Just Cause,Xbox 360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14
9096,Hitman: Blood Money,Xbox (2001),2006,Action,Eidos Interactive,0.11,0.03,0,0.01,0.14
9421,Tomb Raider: LeSega Genesisd,Xbox (2001),2006,Action,Eidos Interactive,0.1,0.03,0,0,0.13
10210,Bionicle Heroes,GameCube,2006,Shooter,Eidos Interactive,0.08,0.02,0,0,0.11
11010,Justice League Heroes,Nintendo DS,2006,Role-Playing,Eidos Interactive,0.08,0,0,0.01,0.09
11555,Tomb Raider: LeSega Genesisd,GameCube,2006,Action,Eidos Interactive,0.06,0.02,0,0,0.08
11809,Tomb Raider: LeSega Genesisd,Nintendo DS,2006,Action,Eidos Interactive,0.04,0.02,0,0.01,0.07
11963,Bionicle Heroes,Xbox 360,2006,Shooter,Eidos Interactive,0.05,0.01,0,0.01,0.07
12267,Escape from Bug Island,Nintendo Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0,0.06
12340,Bionicle Heroes,Nintendo DS,2006,Shooter,Eidos Interactive,0.06,0,0,0,0.06
12545,Commandos: Strike Force,Play Station 2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06
12670,Urban Chaos: Riot Response,Play Station 2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06
13529,Rogue Trooper,Play Station 2,2006,Shooter,Eidos Interactive,0.02,0.02,0,0.01,0.04
14084,Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0,0.03,0,0.01,0.04
14835,Justice League Heroes: The Flash,Game Boy Advance,2006,Action,Eidos Interactive,0.02,0.01,0,0,0.03
15159,Commandos: Strike Force,Xbox (2001),2006,Shooter,Eidos Interactive,0.02,0,0,0,0.02
15537,Urban Chaos: Riot Response,Xbox (2001),2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02
15629,Tomb Raider: LeSega Genesisd,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02
15677,Rogue Trooper,Xbox (2001),2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02
15751,Just Cause,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02
15953,Just Cause,Play Station 2,2006,Action,Eidos Interactive,0.01,0.01,0,0,0.02
12185,MAPLUS: Portable Navi,PSP,2006,Misc,Edia,0,0,0.07,0,0.07
13680,Lionel Trains: On Track,Nintendo DS,2006,Action,DSI Games,0.04,0,0,0,0.04
15741,Clue / Mouse Trap / Perfection / ASega Game Gearravation,Nintendo DS,2006,Misc,DSI Games,0.02,0,0,0,0.02
13444,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0,0.04,0,0.01,0.05
14088,Painkiller: Hell Wars,Xbox (2001),2006,Shooter,DreamCatcher Interactive,0.03,0.01,0,0,0.04
570,Hannah Montana,Nintendo DS,2006,Action,Disney Interactive Studios,1.59,0.8,0,0.26,2.65
2534,Disney's The Little Mermaid: Ariel's Undersea Adventure,Nintendo DS,2006,Action,Disney Interactive Studios,0.73,0.03,0,0.06,0.81
4213,Pirates of the Caribbean: Dead Man's Chest,Game Boy Advance,2006,Adventure,Disney Interactive Studios,0.33,0.12,0,0.01,0.47
5841,LumiNintendo ES ll,PSP,2006,Puzzle,Disney Interactive Studios,0.12,0.12,0,0.07,0.3
6142,Pirates of the Caribbean: Dead Man's Chest,PSP,2006,Adventure,Disney Interactive Studios,0.25,0.01,0,0.02,0.28
6581,Pirates of the Caribbean: Dead Man's Chest,Nintendo DS,2006,Adventure,Disney Interactive Studios,0.23,0.01,0,0.02,0.26
6630,The Suite Life of Zack & Cody: Tipton Trouble,Nintendo DS,2006,Action,Disney Interactive Studios,0.23,0,0,0.02,0.25
6783,That's So Raven: psychic on the Scene,Nintendo DS,2006,Adventure,Disney Interactive Studios,0.23,0,0,0.02,0.24
8510,Disney's American Dragon Jake Long: Attack of the Dark Dragon,Nintendo DS,2006,Action,Disney Interactive Studios,0.15,0,0,0.01,0.16
9530,Walt Disney Pictures Presents: The Wild,Game Boy Advance,2006,Platform,Disney Interactive Studios,0.09,0.03,0,0,0.13
10029,Every Extend Extra,PSP,2006,Shooter,Disney Interactive Studios,0.1,0.01,0,0.01,0.11
12263,Disney's Chicken Little: Ace In Action,Nintendo DS,2006,Shooter,Disney Interactive Studios,0.06,0,0,0,0.06
15523,The Cheetah Girls,Game Boy Advance,2006,Misc,Disney Interactive Studios,0.01,0,0,0,0.02
13008,Battleship / Connect Four / Sorry! / Trouble,Nintendo DS,2006,Puzzle,"Destination Software, Inc",0.05,0,0,0,0.05
16151,Hot Wheels: Stunt Track Challenge / World Race,Game Boy Advance,2006,Racing,"Destination Software, Inc",0.01,0,0,0,0.01
5843,1701 A.D.,PC,2006,Simulation,Deep Silver,0,0.25,0,0.05,0.3
14673,Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0,0.02,0,0,0.03
14933,ParaWorld,PC,2006,Strategy,Deep Silver,0,0.02,0,0,0.02
10105,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,Play Station 2,2006,Misc,Daito,0,0,0.11,0,0.11
12412,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0,0,0.06,0,0.06
14136,Daito Giken Premium Pachi-Slot Collection: Yoshimune,Play Station 2,2006,Misc,Daito,0,0,0.03,0,0.03
14243,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,2006,Misc,Daito,0,0,0.03,0,0.03
4568,Naruto: Ninja Council 3,Nintendo DS,2006,Action,D3Publisher,0.39,0,0,0.03,0.42
